split;label;text
train;0;"haha

dann sind sie sicher ein feind von zentralbanken 

achso nicht ihr thema

wäre nämlich genau die kerbe aber egal komplexität ist nicht jedermanns sache

daher einfach

wer glaubt wachstum sei an ressourcenverbrauch gebunden der hat nichts begriffen"
train;0;"hahaaaasie verwechseln da was die meisten querdenker mit ausnahme von einigen schwarzen schafen versuchen gerade die demokratie gegen ihre irrsinnige politik zu verteidigen
oder haben die querdenker etwa die grundrechte unter dem deckmantel des ifsg eingeschränkt"
test;0;"hahaha  ja klar  ich höre von geistig eingeschränkten immer wie klug sie sind  aber sehen tut man halt was anderes 
übrigens bin weder afd wähler noch hab ich was mit diesem demo quatsch zu tun so ein intelligenter mensch wie du sollte das aber sehen"
train;1;"hahaha 

und sie wollen in keine schublade 

nur was hält wagenknecht prorassenherrschaftschirinowski  er ist ein aberwitz der fake opposition die durch harte worte den giftmörder etwas besser aussehen lassen soll hier würde man ihn wie putin rechts der afd verorten"
train;1;hahaha das war dem fff spacken zu viel sachlicher content den man nicht einfach nur wild beklatschen kann um sich als besseren menschen zu fühlen
test;0;hahaha die nachdenkseite läuft bei dir nicht
train;0;hahahahaha
test;0;hahahahaha   bis ich nicht mehr mitkomme brauchen sie noch bisschen substanz
train;0;"haldenwang harbarth und steinmeier wurden ganz gezielt von merkel installiert um jeglichen demokratischen und rechtsstaatlichen widerstand gegen den aufkommenden sozialismus und faschismus zu unterbinden 
unfassbar aber der übersättigte bürger sieht dem treiben einfach nur zu"
test;0;hallo  die zahlen legen aber weiterhin nahe dass die situation sich sehr bald umkehren wird im juli sollten alle impfwilligen mindestens erstgeimpft sein können
val;0;"hallo  hier die fakten zum wahlprogramm die wohl leider nicht auf ihre kachel gepasst haben vorstellung des programms ist am 21 juni

jede woche diskutieren wir transparent amp  live zu 
 familien 
 landwirtschaft"
train;0;"hallo cdu ihr habt aus gearbeitet wer so naiv ist
wie ihr  den bestraft das leben sprich bundestagswahl 
laut herrn merz 30 das ich nicht lache ihr könnt froh sein wenn ihr die 20  erreicht lusched soll sein mandat abgeben fr merkel weiß wie man wahlen rückgängig macht"
train;0;"hallo diskutiert mit mir  
warten alle bis jemand extrem dummes kommentiert um dann mit dem strom zu schwimmen oder habe ich einfach nur recht

bin enttäuscht 
glaube bin querdenker oder gehöre einer sekte an  
eventuell auch den freimaurern

hallooooo"
train;0;hallo herr brüggemann da wir uns das ja alles in den arsch stecken sollen wie sie so eloquent sagen oder singen würde ich sie und ihr bestes pferd im stall  doch bitten sich ganz hinten in der impfschlange anzustellen mfg
train;0;hallo herr lange eine sache müssen sie uns erklären wenn sie so denken wenn doch der impfstoff so super und sicher ist warum haben sie dann solche angst vor den ungeimpften sie sind doch sicher genau so wie alle anderen geimpften die ungeimpften gehen doch damit automatisch
test;0;"hallo ich bin lutz van der horst und ich verdiene mein geld beim zdf danke die schauspielkollegen die pech haben naja die haben halt pech hätten sie halt was vernünftiges gelernt naja ich bekomme mein honorar ja  
gute besserung lutz"
train;0;hallo jan
train;0;"hallo sie lebt doch in der schweiz oder soll sie ausgeschafft  werden 
außerdem kann ich es ihr nicht zumuten bei mir asyl zu suchen der größte teil der familie hat migrationshintergrund  sie wird sich da nur schwer integrieren können"
val;1;hallo sind sie behindert meine brüder die muslime wurden während des freitagsgebet von den behinderten israelischem militär angegriffen hör auf zu lügen du fettes arschloch
train;0;"hallo thomas schön das du wieder da bist 
du weinst gerade dass ist gut lass den schmerz raus 
wir unterhalten uns auf telegram  
zuerst trinke ich noch einen roten wein
 
   juden jainismus buddha jesus israel"
train;1;"hallöchen ich bin teil dieser masse amp  kann ihnen versichern niemand steht hinter herrn reitschuster abgesehen von einer winzigen bubble aus realitätsallergikern
zudem hält kaum jemand ihn für einen journalisten gezweige denn für einen kritischen journalisten"
train;0;hallohallo komisch dass gegen linke nicht angemeldete demos in hamburg hart vorgegangen wird gegen ähnlich querdenker demos aber nicht hamburg immer noch auf dem rechten auge blind
train;0;halt dein schandmaul
train;1;halt deinen mund mettbrötchen es ist ein feiertag weil es mein geburtstag ist und jetzt troll dich fckafd afdrausausdenparlamenten  afdverbotjetzt
train;0;halt die klappe und verzieh dich in deine nazi bubble niemand will dich hier
train;1;halt die luft an kleiner knirps komm wir klären das vernünftig   ich will dich so behindert boxen
val;0;"halt doch um himmels willen endlich dein maul
 keine freunde
 musik wie ufo auf wish bestellt
 keine goldene ohne sido
 wasserkopf
 style fashionlinie logos songtitel alles geklaut
 menschlicher abfall

verpiss dich endlich in die us fette kartoffel"
train;0;halt du doch deine fresse es geht darum dass fff sich auf terrain begibt wo die nix zu suchen haben oder sind die jetzt nahostexperten
train;0;halt einfach mal du die fresse du fff dummbot
train;0;hält sie nicht davon ab lügen und verdrehte aussagen zu verbreiten
test;0;halt stop            wo ham jetzt die nazis damit zu tun
val;1;"haltdiefressebild  rt  ach da isser ja wieder fehlt noch haltdiefressereichelt
haltdiefressespringer
haltdiefressebild"
train;1;haltdiefressebild bin froh niemals einen cent für euren mist ausgegeben zu haben scheiße schwarz auf weiß
val;1;"haltdiefressebild haltdiefressespringerpresse  haltdiefressereichelt
ich sachs nur nochmal weil es offensichtlich wieder vergessen wurde
irgend ein pmmel is dumm  kommt wir hassen den jetzt ist kein journalismus dass er ein kleiner pml ist wissen wir selbst danke"
train;1;"haltdiefressebild haltdiefressespringerpresse 

das sind keine journalisten das sind elende hetzer und verbreiten nur lügen oder halbwahrheiten 

das wusste ich schon seit meinem 16 lebensjahr warum liest die noch irgendeiner"
train;1;"haltdiefressebild haltdiefressespringerpresse fingern 
deutschland geht langsam aber gaaanz sicher bis zur 3 welt unter und dann     ü"
train;0;haltdiefressebild hört doch endlich auf anderen den buhmann unterschieben zu wollen die einzigen die angst und panik schürt seid ihr mit euren dummen überschriften die daten in den texten stimmen oft auch nicht
val;0;haltdiefressebild macht auch werbung für allesdichtmachen  videos wer hätte das erwartet die afd und schwurbler klatschen beifall entweder diese schauspieler zeigen hier offen ihre politische gesinnung oder sie sind einfach nur dumm und naiv unfassbar
test;1;"haltdiefressebild sollte trenden
 und was muss man da machen"
val;1;haltdiefressebild und da die offen rechte welt nicht besser ist haltdiefressespringerpresse
test;0;"haltdiefressebild

dieser hashtag ich halte auch nichts von der bild aber diese ganzen haltdiefresse hashtags sind einfach nur asozial niemand muss in einer demokratie die fresse  halten man darf seine meinung sagen man darf seinen unmut über einige meinungen äußern"
train;1;"haltdiefressebild
da die bild nur noch hetze betreibt  zum teilaufgabe rassistischer ebene sage ich wie es is 

haltdiefressebild"
train;1;"haltdiefressebild
haltdiefressespringerpresse 
 jeder der für dieses drecksblatt arbeitet ist absoluter abschaum ihr seid keine journalisten niemand von euch
ihr seid einfach nur ekelhafte unmenschen allen voran"
train;0;"haltdiefressebild
wenn ich früh morgens auf arbeit die zeitungen hinlege schau ich schon gar nicht mehr auf die titelschlagzeilen weil mich der mist in diesem schmierenblatt null interessiert"
train;0;"halte ich für den absolut falschen weg

je mehr ihr rettet umso mehr trauen sich über das meer

ursache nicht symptom bekämpfen und anstelle vor ort helfen und nato kriege stoppen"
train;0;halten sich die querdenker überhaupt an irgend was nein
train;0;halten sie es wie sie wollen mir ist es wichtig das die bräsigkeit mit der die cdu unter  und  klimwandel ignorieren vielleicht in den reihen von rwe shell vw beklatscht wird nicht aber von unternehmern die sich ihrer verantwortung stellen
train;0;halten sie ihr  dummes maul
train;0;halts maul peter
train;0;haltung sieht man ja mit deiner spd in hamburg während monatelang querdenker walten und schalten können werden am heutigen 1 mai alle linken demonstrationen verboten und geknüppelt spd ihr seid erbärmlich
train;0;haltungsmedien zeichnen sich heute durch die dringende warnung an die bevölkerung aus den verstand bloß nicht ohne fremde leitung zu gebrauchen   via
train;1;ham se annalena schon gratuliert wie viele nationaltölpel wandern eigentlich inzwischen aus wenn annalena kanzlerin wird mit einer dünnen bürgerlichen tünche von ihrem rechtsradikalen misanthropen kern ablenken  fachgebiet der afd noafd
train;0;hamas bereit mit israel über gefangenenaustausch zu verhandeln
train;0;hans guck in die luft
train;0;hans lass mal die finger von dem alkohol das geht so nicht weiter mit dir
train;0;harbeck ist ein dummer philosoph aus gutem hause  baerbock ist gebildet schlau aber noch etwas unreif  ihr würde ein ministeramt erst mal sehr gut stehen  daher keiner der beiden als kanzler aber wenn es entweder oder heißt dann definitiv baerbock
train;0;härtetest bei anne will kann armin laschet kanzler  via
train;0;hasiwenn dir diese land nicht passt dann gehkein verlust für deutschland
train;1;"hass und hetze lebt nun mal bei den spezialdemokraten
ich schätze die sogenannten persönlichkeitsstörungen finden sich eher beim ersteller dieses postings 
frau dr a weidel wäre die perfekte bundeskanzlerin"
train;0;hass und hetze wenn man die wahrheit sagt da kommt jemand anscheinend nicht mit der realität klar
test;0;"hass und hetze

die strafe wird kommen

oh ja gibts eigentlich auf den nazidemos wo sie querdenker nach vorn stellen immer so ein büchlein das sollte in deinem tweet enthalten sein"
train;0;"hass
ist nicht richtig aber ich hab da keine andere emotion übrig"
val;0;hasskommentare löschen ist keine zensur hass ist keine meinung steht einfach nachzulesen auch im grundrecht und bakhdi hat mit seinem buch seine restkarriere selbst abgeschossen da haben sich ganze fachschaften von distanziert wegen unwissenschaftlichkeit
train;0;hast du den iq einer kartoffel oder tust du nur so
train;0;"hast du dir mal bilder der arktis angesehen so von gletschern her oder löst sich das eis einfach in luft auf
ich erwarte keine antwort von dir das würde deinen intellekt nämlich überfordern"
val;0;hast du hetzer gut gebastelt mutti wird stolz auf dich sein
train;0;hast du hetzer gut gebastelt mutti wird stolz auf dich sein
test;0;hast du in deinem leben schon mal ein medikament nehmen müssen antibiotikum schmerzmittel narkosemittel kommt fei alles von der bösen pharmaindustrie
test;0;hast du keine empathie für den einzigen planeten dieses sonnensystem der durch einen parasiten namens menschen stirbt
val;1;hast du mal den flugplan der euro gesehen offensichtlich alles drecksvereine die da mitspielen
val;0;hast du überhaupt eine ahnung wer diese menschen sind bitte vergleiche deine evtuellen bildungsabschlüsse mit deren aber bitte objektiv und nicht a la baerbock
train;0;hast du zwischen deinem afd hass auch kurz zeit für beileid für das opfer
train;0;hast hier nochmal 19 mit quellen belegte falschaussagen von reitschuster
train;0;hast quasi gegenverkehr
train;0;hast recht es geht mir schon am geist
test;0;"hast sicher ne gute begründung für deine andere meinung  magst du die mit uns teilen  und hoffentlich greift dich dann nicht irgendein miesepeter persönlich an 
ein cooler austausch auf der sachebene mit andersdenkenden macht spaß  probiers mal"
val;0;"hat bhakdi denn bzgl luftverschmutzung als pandemietreiber recht behalten oder seine faktenchecker

er lag natürlich nicht immer richtig aber allemal öfter als wendehals drosten"
test;0;hat damit nichts zu tun demokratie ist das volk und dazu gehören auch kinder und jugendliche euch rechten wichtel ist das natürlich nicht genehm weil eure ganze ideologie zum himmel stinkt und sogar kleinkinder euch zum kotzen finden fckafd
train;0;hat das jemand behauptet
train;0;"hat der schmierige chef  von  jetzt eigentlich drogen genommen und frauen belästigt und warum darf der jetzt wieder hetzen als wäre nichts gewesen  
haltdiefressebild fingern niewiederaufmachen  
allesdichtmachen drogen rape bildleaksoktober"
train;0;hat die     eigentlich schon einen plan womit sie nach laschetvssöder von ihrer korruption und ihrem versagen im kampf gegen covid19 ablenken möchte
val;0;hat die alte doch recht es ging nie um covid im gegenteil für die ist der virus willkommen es geht um macht nicht ohne grund haben nazis die querdenker unterwandert es geht um sturz des demokratischen rechtsstaats und fdgo diese welt ist der wille zur macht f nietzsche
train;1;hat die alte eigentlich noch alle tassen in ihrem grünen spatzenhirn es gibt immer ausnahmen  die froh sind in ihrer mickrigen lage der rentengelder noch etwas unterstützung zu haben und für die flüchtlinge zu investieren dass ist das aller letzte hinterhältige person
test;0;hat die basis jetzt etwas mit der querdenker partei zu tun
test;0;hat die falschen medien konsumiert
train;0;hat die jagd auf die ausländer in dem video außer frau merkel und antifa zeckenbiß  überhaupt jemand gesehen hasi du bleibst hier ich habe mehrere jagden auf die deutschen gesehen aber es ist nicht so wichtig
val;0;hat die spd in thüringen vor nicht allzu langer zeit nicht ein afdmitglied des landtages in ihre fraktion aufgenommen einfach mal sacken lassen
val;0;hat doch nix miteinander zu tun
train;0;"hat er so gesagt

laschetverhindern merzverhindern"
val;0;hat es in der coronapandemie bislang etwas dümmeres gegeben als die kampagne allesdichtmachen von deutschen schauspielerninnen unten auf der seite steht ganz zart noch fcknzs aber genau die und die querdenker ziehen sie an wie motten das licht covid covidー19
test;1;"hat hier irgendeiner keks gerufen das du kleiner nazikrümel dich meldest
die afd ist durch ihre ignoranz und egoismus der hauptverantwortliche dass deutschland in den lockdown musste daher solltest du schön die fresse halten
haltdiefressechrpalla 
afdverfassungsfeindlich"
train;0;hat hier jemand bockwurst gerufen oder wie kommst du lächerlicher afd troll auf die idee hier deinen senf hinzu zu geben
train;1;hat irgendjemand von euch ökofuzzis auch nur einmal etwas erreicht im leben nein und dann wollt ihr andern vorschreiben wie sie zu leben haben was für ein abschaum ihr doch seid
train;1;hat jemand ernsthaft erwartet dass die fckfdp sich für das leben von anderen außer das ihrer klientel  interessiert egoismus in reinkultur und menschenverachtender zynismus werden analog fckafd kaschiert durch eine heuchlerische sorge um die demokratie pinocchiopartei
train;1;hat jemand ernsthaft erwartet dass die fckfdp sich für das leben von anderen außer das ihrer klientel  interessiert egoismus in reinkultur und menschenverachtender zynismus werden analog fckafd kaschiert durch eine heuchlerische sorge um die demokratie pinocchiopartei
train;0;hat jemand verlässliche zahlen mit quellenangabe über die sterblichkeitrate von geimpften die an den folgen der impfung verstorben sind
train;0;hat lehmann doch auch also ist doch nach deiner ansicht alles wieder bestens
train;0;hat man 1933 nach dem reichstagsbrand auch gesagt
train;0;"hat man am beispiel von özil gesehen er hat ein jahrzehnt abgeliefert und dabei klein gehalten und sobald mal ein immigrant etwas macht was der springer presse nicht gefällt wird er wie eine sau durchs dorf gejagt
der tägliche rassismus wird hier noch deutlich ausgelebt"
train;1;hat man dich als kind zu oft auf den kopf fallen lassen du rechtsrechtsversiffter schoitel wieso nennst du dich roter hexer wenn du doch offensichtlich ein nazi bist und dosko hat mit den pensionen gar nix zu tun strunzdumm wie ein meter feldweg aber die pappn offen
train;0;hat man ihnen im kampf etwa zu oft auf die birne gekloppt wie haben sie denn gekämpft vor dem fernseher gewettert sie maulheld und recht auf eigentum ist kapitalistisches geschwurbel schade mit solch dummen menschen erreichen wir nichts
train;0;hat merkel schon mit peking telefoniert und ihre entrüstung über das unverschämte amerikanische vorgehen zum ausdruck gebracht und peking unterstützung angeboten
train;0;hat merz sich schon für eine geschlechtsumwandlung angemeldet
train;0;"hat mit seiner aussage über die gender sprache recht

unserer sprache wird durch solche popullisten und ihren zwang nach falscher gleichberechtigung zerstört

 hört auf so bekloppt zu reden da bekommt man ohrenschmerzen"
val;0;hat nichts mit mode zutun aber fast jeder deiner tweets ist eine geistige totgeburt
train;0;hat nur noch ein hartes durchgreifen verdient diese extremisten machen den kindern und ihren eltern in den umliegenden kitas und der angrenzenden grundschule angst sie machen die situation für anwohnerinnen unerträglich dem muss ein ende gesetzt werden  24 rigaer94
test;0;hat sich nie wirklich mit ihr befasst  genau am besten beschäftigen sie sich näher mit dem programm und den entscheidungen im bundestag und den ländern statt haltloser vorwürfe  heute sind nicht die gleiche partei wie vor 20 oder 40 jahren
train;1;hat sie bestimmt nicht die wirklich dummen sind die die eine solche person wählen und von diesen scheint es genug zu geben das ist das eigentliche problem
train;0;hat sie doch recht mit wo ist denn da dein problem
train;0;hat sie nicht grade exakt das bewiesen durch dich
train;0;hat tatsächlich jemand etwas anderes erwartet das holland überläuft war klar  rücksicht solidarität verständnis oder respekt erwartet zwar jeder hier im lande für sich aber bietet nicht jeder ein teil unserer bürger denkt maximal bis zum eigenen arsch  fordert aber alles
train;0;hatte  irgendwann mal
test;0;hätte blind gewettet die reply bezöge sich auf meinen merkeltweet
val;0;hätte der hund nicht geschissen hät er den hasen gerissen jaja
train;1;hätte die afd immer regiert würden wir noch in höhlen wandmalerei betreiben
val;0;hätte diese tapfere frau gestern unserem hochintelligenten söder bei annewill zugehört dann wüsste diese träumerin dass zweimal gepiekst und des wars schon natürlich nicht gehen wird  dann kommt das impfzwangsdauerabo spritz dich frei hab spaß dabei greatreset
test;1;hätte eig auch bock aber mit locken würde das safe behindert scveisse auswhen
val;1;hätte er eine bombe mitgebracht und allah hu akbar geschrien dann wäre euch das lachen im hals stecken geblieben so etwas gehört vorher beseitigt bevor er sich dem stadion nähert
train;0;"hätte er eine millionen euro dabei gehabt wäre mir auch das lachen im
hals stecken geblieben halloaufstehenmerkstdues"
train;0;hätte er ne bombe mitgehabt wäre er direkt von den scharfschützen erledigt worden
train;0;"hätte eure regierung ausreichend geld in die hand genommen amp  rechtzeitig genug impfstoff bestellt müsstet ihr klappspaten heute nicht über impfneid amp  grundrechte rumheulen

stattdessen werden jede woche zig milliarden für mehr oder weniger sinnbefreite lockdowns ausgegeben"
train;0;hätte hätte herrentoilette
train;0;"hätte ich gewusst dass die demokratiefeinde und lockdownfans einen tatortboykott lancieren hätte ich gestern abend seit jahren mal wieder eingeschaltet

tatort allesdichtmachen janjosefliefers"
train;0;hätte meine tante ein zumpferl wäre sie mein onkel
train;0;hatte mich eben mit der artzhelferin unterhaltensie meinte das ihr kind heute sportfest hat bei uns in rlp die kinder müssen beim sportfest draußen im freien maske tragenudas bei zu erwartenden 34 grad hitze heutees ist wirklich eine kinder und menschenquälerrei was los ist
val;0;hätte sich laschet mal so eifrig und zäh mit der eindämmung des virus beschäftigt wie nun mit der blöden kfragezeigt halt was ihn wichtig ist kfrage twlz soedervslaschet
train;0;hätten einige prozent freiewähler statt afd gewählt könnte man ganz ohne rotgrün regieren afd nutzt rot und grün so sind sie immer mit dabei je stärker die afd ist
test;0;hatten linke und grüne ein niedrigeres wahlergebniss 2017 als afd oder was
train;0;hatten sie diese strategie nicht zu beginn kritisiert weil nicht klar sei wie sich auswirken würde
test;0;hätten sie interesse an einem interview
train;0;hatten und die jetzt noch wochen danach damit kämpfen ich sehe das in den sozialen medien oft dass man gleich als querdenker oder impfgegner hingestellt wird man sollte sich impfen lassen aber die impfungen sind nicht so harmlos wie immer geschrieben wird
train;0;hätten wir im frühjahr 2020 bloß auch für die schauspielerinnen vom balkon geklatscht vielleicht wäre uns sowas heute erspart geblieben   allesdichtmachen
train;0;hättest du 2 gehirnzellen mehr hättest du die ironie in seiner antwort verstanden damit hast du nur gezeigt dass du nicht mal im ansatz verstehst was rassismus eigentlich ist
train;0;hau ab und lass markus söder in ruhe
test;1;hau mich behindert
train;0;häufig scheinen es mir auf twitter gerade die frauen zu sein die männern das absprechen diese ganze debatte ist doch insgesamt  zynisch und verlogen frau baerbock möchte bundeskanzlerin werden nicht ihre kinder verlassen unwürdige diskussion
val;1;hauptsache freiwilich aufgenommen und beisst nicht
test;0;"hauptsache gegen israel christen und konservative

solche menschen würden wahrscheinlich auch für den is und alqaida demonstrieren  wenn es gegen og geht"
train;0;hausaufgaben
val;1;haut weg diese querdenker danke  solidaritaet zerocovid
test;0;he he mach hier bitte die ftp nicht schlecht
train;0;heftig  piraten seeräuber halunke gauner geldfälscher diebe gangster suchen und finden bei dergleichen anerkennung und lob  violently pirates scoundrels crooks counterfeiters thieves gangsters look for and find recognition and praise for such things floyd blm
test;1;"heidrich war general der fallschirmjäger
aber himmler passt zu dir echt gut"
train;1;heiko maas unterstützt ein terrorregime das israel auslöschen will  was für ein ekelhafter heuchler und antisemit
train;0;"heil leise

afderjucken"
train;0;"heiligeangela
ich meine es ist zeit dass der papst angela merkel heilig spricht"
val;0;"heinrich heineach wie nett
verbrennst du ab und zu seine bücher"
train;0;heinrich himmler hieß heidrich alles klar oh man wo wart ihr blos als geschichte dran war
val;0;"heißt gegen ein land wie israel oder griechenland hättet ihr keine chance
deswegen nur bla bla bla bla
seid 1 jahr mittlerweile
nur gegen karabach da  seid ihr stark"
train;0;"helge wieso genderst du querschwurblern nicht 
es müsste doch querschwurblerinnen heißen"
train;0;her damit gerade bei berufen mädchen und jungen sollen lernen das berufe nicht nur maskulin oder feminin sind
train;0;"herdenimmunität gibts doch nur bei tieren
warum werden wir mit den rindernschweine etc pp auf einer stufe gestellt"
train;0;herr  dann lassen sie sich doch auch endlich mal impfen genießen sie die tollen nebenwirkungen so wie ich die gerade genieße nach der ersten und jetzt nach der zweiten impfung habe ich hammer nebenwirkungen und bin zu zeit arbeitsunfähig
train;0;"herr  wurde sehr früh als vt und schwurbler diffamiert

dabei sagt er wie damals bei der schweinegrippe nur die wahrheit

die wahrheit gefällt aber einigen nicht wer die zusammenhänge erklärt und plausibel macht ist ein querdenker
folge dem geld finde  hintermänner"
val;0;herr becker ich kann sie schon sehr  gut verstehen vielleicht ist einfach die formulierung sehr unglücklich gewählt ansonsten finde ich ihre aktion sehr mutig
test;0;"herr becker ist so mutig das er sich jeder diskussion dadurch entzieht indem er mir meine freiheit nimmt meiner meinung ihm gegenüber zu äußern

er gehört zu denjenigen für die meinungsfreiheit ein hohes gut ist"
train;0;herr bhakdi zerstört seinen ruf selbst anhand inkompetenz da kann sonst niemand was dafür
train;0;herr buschmann und ich sind absolut einer meinung
train;0;herr dummschuster muss man ihnen erst die einfachsten medizinischen dinge erklären wenn ein autofahrer einen unfall hat und durch die verletzungen 10 wochenen im koma liegt bevor er verstirbt dann ist er auf grund des autounfall gestorben genauso ist es bei corona patienten
train;0;herr erpel  ihre kommentare sind unterirdisch ihre deutschkenntnisse sind peinlich machen sie weiter so
train;0;"herr friedrich karl lauterbach und christian drosten haben mehr zur pandemiebekämpfung beitragen als es ihr denkvermögen eventuell zulassen würde
danke an beide"
val;1;herr grossebroemer merkeln sie eigentlich was sie hier ablassen merkel und ihre unsägliche union haben gemeinsam mit der spd millionen von wirtschafts migranten  ins land gelassen die baldige zerstörung des sozialstaats hat die cdu zu verantworten die grünen geben den rest
train;0;herr jauch scheint ja schwer erkrankt zu sein mit den tötlichsten virus aller zeiten dann wünschen wir ihm das er bald gesund ist u er dann noch die lebensrettende impfung bekommt wie hatte der pfizer ceo gesagt israel wäre das größte versuchslabor für pfizer
test;0;herr lass hirn über frau richter regnen
test;0;herr lauteebach dann wird es so schnell auch nichts mir der impfung der kinder da helfen nur noch luftfilteranlagen in kitas und schulen wann werden auch sie diese fordern so wie schon jetzt zahlreiche eltern
test;0;herr lauterbach danke für ihre vielen informationen
train;0;herr lauterbach es ist vorbei das beste was sie machen können ist endlich zu schweigen
train;0;herr lauterbach hat so rechtund wir schauen einfach nur zudie querdenker die sind zum kotzen
val;0;"herr lauterbach ist 4x direkt in den bundestag gewählt worden 

sie dagegen lagen 2017 31 hinter dem cdukandidaten nachdem sie zuvor schon bei der landtagswahl 2016 weit abgeschlagen hinter einem grünen ins ziel gestolpert sind"
test;0;herr lauterbach nochmal für ihr gedächtnis ihr seid für schäden und der toten die durch die impfung  erfolgt voll verantwortlich und das ist das größte verbrechen der menschheit seit dem 2weltkrieg herr lauterbach so haben sie das doch sagen wollen
train;0;herr lauterbach wir haben immer noch ein gut funktionierendes natürliches eigenes immunsystem hierfür
test;0;"herr lindner sie haben georgthiel falsch geschrieben kann ja mal passieren
freegeorgthiel"
val;0;"herr maaßen 
warum sind sie dann noch in der cdu

wenn einer nach der laschet wahl amp  dem neuem ifsg noch in der partei ist der muss dann ein masochist amp  blind sein im anderen fall ist er nichts mehr als ein mitläufer amp  elender heuchler"
test;1;"herr maaßen ist klasse er hat noch gesunden menschenverstand was vielen mit ihrem heuchlerischen gutmenschentum     schon lange verloren gegangen ist
merzmaaßen"
train;0;herr merz gibt es denn keine wichtigeren probleme
train;0;herr merz ich unterstütze sie mit großer überzeugung niemand sollte an unserer sprache herumbasteln dürfen und gezwungen werden dem unsäglichen wahnsinn der dem gendern innewohnt nachgehen zu müssen ich wurde in der ddr sozialisiert und mich noch nie diskriminiert gefühlt
train;0;herr merz sie sind doch von gestern sie auslaufmodell und paar verwirrten gestrigen die ihnen hier beifall klatschen auch freue mich schon darauf wenn sie wieder nicht in der politik stattfinden also dann bis zum herbst
train;0;herr merz war so peinlich
train;0;herr palmer ist neben cem özdemir und herrn kretschmann der einzige vernünftige mensch bei den grünen
train;1;herr precht sie sind kein philosoph  vordenker sie sind ein williger geistiger brandstifter dieser in zügen  faschistoiden great reset gesellschaft von misanthropen um gates soros amp co samt lakaien wie merkel macronkeine fragen mehr
train;0;herr professor den herr friedrich nimmt keiner ernst er befasst sich nicht einmal wirklich mit seinem fachgebiet und wird da von jedem als clown wahrgenommen der mit crashphantasien finanzbücher verkauft die fachleute im bereich finanzen ignorieren ihn nicht ohne grund
train;0;herr reitschuster alle können mittlerweile ohne masken in der außengastro sitzen dieses bild ist also kein skandal sondern normalität
val;0;"herr reitschuster sie tichy don alphonso und broder lassen mich immer noch hoffen

danke für ihren guten journalismus"
train;0;"herr söder bitte konzentrieren sie sich auf bayern laschet hat jetzt schon verloren

deutschland braucht ein starkes bayern wir könnten eine vorreiterrolle einnehmen jetzt heißt es erstmal corona in den griff kriegen 
165 ist lebensmüde

machen sie einen echten lockdown"
train;0;"herr söder bitte lassen sie nicht zu dass die cdu unser land nach 16 jahren merkel jetzt auch noch an grr ausliefert
wenn sogar 13 des cdu vorstands ohne die ministerpräsidenten laschet das vertrauen entzieht ist das alles andere als ein klares votum"
train;0;herr tressel wie stehen die saargrünen zu nocovid
train;0;herr ziemiak da ich sie sehr schätze würde ich mich freuen wenn dieser mob aus diesem land verschwände und die politik ihren beitrag dazu leisten würde juden dürfen keine angst haben in diesem land
val;0;herrje rassismus homophobie meinungsfreiheit in einer reply und zu blöd diese begriffe zu trennen
test;0;herrlich mimimimimi
val;0;herrlich was seine exfrau zu diesem virus sagt sie weiß wovon sie spricht
train;0;herrn fiechtner und der querdenker bewegung ist absolut nichts mehr heilig hier wird das vater unser mit der hand auf dem herz gebetet als wäre es ein schwur auf die preussische kriegsflagge vor wenigen tagen noch begrüßte der scheinheilige seine fans mit gestrecktem arm 23
train;0;herzlichen glückwunsch auch von mir die arbeit von  hat wesentlichen beitrag zur bewältigung der pandemie geleistet super gute kommunikation von komplexen inhalten das hilft der demokratie wissenschaft ist nicht demokratisch aber ohne wissenschaft keine demokratie
train;0;"herzlichen glückwunsch frau weidel  zusammen mit herrn chrupalla werden sie die afd voran bringen 
ziel  20  auch wenn dies schwer erreichbar sein wird ich weiß sie können es beide schaffen"
train;0;"herzlichen glückwunsch sie sind der dreimillionste nutzer mit diesem spruch 

sie dürfen sich jetzt auf ihre kreativität etwas einbilden"
train;0;herzlichen glückwunsch zu ihrem unterhaltsamen interview
train;0;herzlichen glückwunsch zur verfehlung des wahlziels ein guter tag für die demokratie geht im bund hoffentlich genau so weiter
train;0;herzzereißend gordon und mary nach ende vom lockdown uk wieder vereint
train;0;heterosexualität ist nicht normal sie ist höchstens gewöhnlich du ungebildetes ungebumstes suppenhuhn
train;0;hetzer gegen wen denn
test;0;hetzer wollten hetzen und haben mal wieder das feindbild antifa ausgepackt nachdem auf der gleichen ihnen nach einer ss gerufen wurde
train;1;"heuchelt nur weiter so niemand kauft es euch noch ab ihr seid nur gierige parasiten der gesellschaft

niemehrcducsu"
train;0;heul doch
train;0;heul doch
val;0;heul doch brauner
train;0;heul leise system troll
val;0;heul nicht rum und laber bitte nicht von rechtsstaatlichkeit deine partei hat maßgeblich dazu beigetragen dass es in d polizeigesetze gibt die mehr mit einer diktatur als mit einem demokratischen rechtsstaat zu tun haben
test;1;heult einfach leise euer leid durch eine armbinde interessiert niemanden
train;1;heute bei den gegendemos gewekschaften spd die linke die grünen hand in hand mit den linksextremistischen gewalttätigen marodierenden antifa mob der polizisten angegriffen und mit pyros beworfen hat und welche verletzt hat daran sieht man welch geistes kind diese sind
